"Applied filters:
proele_vazkra_nazpln is Hlavní město Praha
progra_nazpln is Základní územní jednotky";
;
Trasa;Počet cest
Praha 15 →  B Smíchovské nádraží;51 253
Praha 18 →  B/C Florenc;51 034
Praha 6 →  B Stodůlky;51 016
Praha 9 →  A Flora;51 011
Praha 4 →  A Náměstí Míru;50 920
Praha 4 →  C Háje;50 538
Praha 4 →  A Strašnická;50 339
Praha 15 →  A/B Můstek;50 228
Praha 10 →  A Staroměstská;50 149
Praha-Libuš →  C Chodov;49 431
Praha 8 →  C Pankrác;48 979
Praha 9 →  C I. P. Pavlova;48 965
Praha 7 →  B Anděl;48 785
Praha-Kunratice →  A/C Muzeum;48 746
Praha-Suchdol →  A Hradčanská;48 659
Praha 1 →  B Českomoravská;48 171
Praha 11 →  C Hlavní nádraží;47 785
Praha 10 →  C Pražského povstání;47 750
Praha-Suchdol →  A/B Můstek;47 578
Praha 10 →  B Smíchovské nádraží;47 542
Praha 13 →  C I. P. Pavlova;47 107
Praha 10 →  B Národní třída;47 060
Praha 5 →  B Palmovka;46 687
Praha 12 →  B/C Florenc;46 556
Praha 8 →  C Vyšehrad;46 342
Praha 3 →  A Staroměstská;46 336
Praha 2 →  C Nádraží Holešovice;46 111
Praha 8 →  C Budějovická;46 009
Praha 4 →  A Flora;45 845
Praha 4 →  A Dejvická;45 587
Praha 8 →  A Dejvická;45 546
Praha 6 →  A Flora;44 950
Praha 17 →  B Zličín;44 816
Praha-Zličín →  B Anděl;44 763
Praha 9 →  B Karlovo náměstí;44 246
Praha 1 →  B Vysočanská;44 244
Praha 20 →  B/C Florenc;44 194
Praha 3 →  C Vltavská;44 088
Praha 5 →  A Náměstí Míru;43 756
Praha 20 →  A/B Můstek;43 618
Praha 4 →  C Kobylisy;43 489
Praha 10 →  C Vyšehrad;42 927
Praha 8 →  B Černý Most;42 694
Praha 5 →  C Pankrác;42 165
Praha 17 →  B Stodůlky;41 952
Praha 3 →  A Strašnická;41 438
Praha 13 →  A/C Muzeum;41 408
Praha-Přední Kopanina →  A Bořislavka;41 368
Praha 12 →  C Chodov;41 300
Praha 9 →  C Letňany;41 225
Praha 9 →  B Národní třída;40 903
Praha 5 →  A Bořislavka;40 885
Praha 12 →  B Anděl;40 872
Praha 1 →  B Invalidovna;40 800
Praha 15 →  A/C Muzeum;40 738
Praha 2 →  A Dejvická;40 656
Praha 14 →  A/C Muzeum;40 388
Praha-Troja →  B/C Florenc;40 320
Praha 3 →  C Vyšehrad;40 298
Praha 2 →  A Malostranská;40 161
Praha 10 →  C Opatov;40 049
Praha 7 →  B Karlovo náměstí;39 977
Praha-Nebušice →  A Nádraží Veleslavín;39 927
Praha-Petrovice →  A Skalka;39 692
Praha 18 →  A/C Muzeum;39 344
Praha-Čakovice →  C Prosek;39 005
Praha 22 →  C Opatov;38 923
Praha 5 →  A Nádraží Veleslavín;38 813
Praha-Dolní Počernice →  B Rajská zahrada;38 796
Praha 19 →  B Vysočanská;38 433
Praha 10 →  A Dejvická;38 162
Praha 1 →  C Kačerov;38 078
Praha 8 →  A Staroměstská;37 902
Praha 1 →  A Jiřího z Poděbrad;37 684
Praha 5 →  B Luka;37 560
Praha 10 →  C Vltavská;37 495
Praha 7 →  A Dejvická;37 483
Praha 8 →  C Letňany;37 361
Praha 8 →  C Chodov;37 267
Praha-Kunratice →  C Pankrác;36 987
Praha 6 →  C Vyšehrad;36 647
Praha 6 →  C Pankrác;36 477
Praha-Zbraslav →  B Anděl;36 453
Praha 6 →  B Nové Butovice;36 007
Praha 5 →  B Zličín;35 960
Praha-Štěrboholy →  A Depo Hostivař;35 591
Praha 15 →  A Flora;35 487
Praha 7 →  A Malostranská;35 333
Praha 10 →  C Roztyly;35 272
Praha 8 →  C Pražského povstání;35 199
Praha 5 →  B Křižíkova;35 144
Praha 8 →  B Smíchovské nádraží;34 759
Praha 7 →  B Invalidovna;34 741
Praha-Řeporyje →  B Hůrka;34 602
Praha 3 →  C Pankrác;34 520
Praha 17 →  A Petřiny;34 491
Praha 5 →  C Nádraží Holešovice;34 471
Praha 4 →  A Skalka;34 398
Praha-Zličín →  A/B Můstek;33 926
Praha 18 →  C Kobylisy;33 902
Praha 4 →  B Vysočanská;33 897
Praha 1 →  A Bořislavka;33 870
Praha 6 →  C Budějovická;33 815
Praha 5 →  C Chodov;33 495
Praha 2 →  C Kačerov;33 407
Praha-Vinoř →  B Vysočanská;33 388
Praha 5 →  C Pražského povstání;33 322
Praha-Kolovraty →  C Hlavní nádraží;33 128
Praha 6 →  C Chodov;33 046
Praha 14 →  C Letňany;32 997
Praha 7 →  B Národní třída;32 937
Praha 14 →  C Hlavní nádraží;32 531
Praha 5 →  A Hradčanská;32 521
Praha 14 →  B Invalidovna;32 363
Praha 4 →  B Palmovka;32 350
Praha-Řeporyje →  B Nové Butovice;32 005
Praha 2 →  C Kobylisy;31 758
Praha 20 →  B Vysočanská;31 657
Praha-Zličín →  B Luka;31 576
Praha 4 →  A Malostranská;31 549
Praha-Řeporyje →  B Smíchovské nádraží;31 437
Praha 15 →  A Želivského;31 340
Praha-Suchdol →  C Kobylisy;31 195
Praha-Ďáblice →  C Kobylisy;31 163
Praha 9 →  A Skalka;30 882
Praha 3 →  C Chodov;30 804
Praha 1 →  B Nové Butovice;30 803
Praha-Křeslice →  C Opatov;30 769
Praha 22 →  C Chodov;30 562
Praha 10 →  A Malostranská;30 518
Praha-Troja →  C Vltavská;30 367
Praha 15 →  C Hlavní nádraží;30 198
Praha 2 →  A Hradčanská;30 135
Praha 3 →  C Nádraží Holešovice;29 754
Praha 8 →  A Hradčanská;29 722
Praha 8 →  A Flora;29 637
Praha 3 →  C Budějovická;29 492
Praha 7 →  C Vyšehrad;29 419
Praha 11 →  A Skalka;29 412
Praha 3 →  B Invalidovna;29 348
Praha-Satalice →  B Černý Most;29 331
Praha 13 →  A Petřiny;29 296
Praha-Kolovraty →  C Háje;29 276
Praha-Dubeč →  C Háje;29 231
